nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.87;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.57;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.31;BANTEN
Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.44;BALI
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.43;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;98.27;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;98.44;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.5;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.55;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.67;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;98.34;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.37;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;98.15;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.16;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.32;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;98.76;GORONTALO
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;98.1;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.72;MALUKU
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.19;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;97.27;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;81.8;PAPUA
Angka Partisipasi Sekolah ( A P S );7-12;2017;Tahun;99.14;INDONESIA
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;98.09;ACEH
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;96.6;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;96.29;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;94.73;RIAU
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;95.89;JAMBI
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;94.01;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;97.2;BENGKULU
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;94.76;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;92.41;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;99.08;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;97.64;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;93.77;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;95.48;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;99.63;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;96.77;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;95.67;BANTEN
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;97.72;BALI
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;97.69;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;94.76;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;92.51;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;93.37;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;92.33;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;98.79;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;96.04;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;94.91;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;92.41;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;93.09;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;94.08;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;91.23;GORONTALO
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;89.88;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;96.86;MALUKU
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;97.24;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;96.92;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;79.09;PAPUA
Angka Partisipasi Sekolah ( A P S );13-15;2017;Tahun;95.08;INDONESIA
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;82.15;ACEH
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;76.76;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;82.86;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;76.52;RIAU
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;71.54;JAMBI
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;69.05;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;79.07;BENGKULU
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;70.03;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;66.99;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;82.8;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;71.5;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;66.62;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;68.48;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;87.61;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;71.51;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;67.77;BANTEN
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;82.16;BALI
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;76.61;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;74.65;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;67.53;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;66.62;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;68.3;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;81.32;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;75.12;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;73.04;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;74.87;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;70.6;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;72.94;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;69.86;GORONTALO
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;68.03;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;79.08;MALUKU
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;76.06;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;80.6;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;63.35;PAPUA
Angka Partisipasi Sekolah ( A P S );16-18;2017;Tahun;71.42;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;34.28;ACEH
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;26.8;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;35.45;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;27.28;RIAU
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;24.12;JAMBI
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;19.17;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;29.9;BENGKULU
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;20.96;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;14.99;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;19.13;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;24.6;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;21.5;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;22.13;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;51.33;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;23.34;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;21.33;BANTEN
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;26.56;BALI
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;28.52;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;27.8;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;25.8;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;24.15;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;23.53;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;30.04;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;20.72;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;24.22;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;26.31;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;32.16;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;30.03;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;29.21;GORONTALO
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;23.49;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;38.2;MALUKU
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;32.1;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;31.92;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;24.57;PAPUA
Angka Partisipasi Sekolah ( A P S );19-24;2017;Tahun;24.77;INDONESIA
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.86;ACEH
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.5;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.51;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.07;RIAU
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.67;JAMBI
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.71;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.87;BENGKULU
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.86;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.85;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.52;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.77;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.52;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.76;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.9;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.62;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.39;BANTEN
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.56;BALI
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.43;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;98.28;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;98.43;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.66;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.64;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.76;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;98.24;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.36;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;98.24;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.25;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.28;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;98.76;GORONTALO
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;98.25;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.71;MALUKU
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.08;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;97.31;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;82.43;PAPUA
Angka Partisipasi Sekolah ( A P S );7-12;2018;Tahun;99.22;INDONESIA
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;98.49;ACEH
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;96.75;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;96.37;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;94.95;RIAU
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;96.14;JAMBI
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;94.41;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.36;BENGKULU
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;92.7;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;99.2;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.77;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;94.15;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95.79;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;99.72;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.02;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95.79;BANTEN
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.92;BALI
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.72;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;94.95;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;92.84;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;93.87;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;92.43;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;98.89;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;96.38;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;92.74;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;93.13;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;94.29;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;91.38;GORONTALO
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;89.95;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.05;MALUKU
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.47;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.08;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;80;PAPUA
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95.36;INDONESIA
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;82.92;ACEH
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;77.41;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;83.08;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;77.27;RIAU
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;71.94;JAMBI
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;69.65;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;79.33;BENGKULU
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;70.83;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;67.11;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;83.78;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;71.81;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;67.17;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;69.02;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;88.39;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;72.18;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;68.35;BANTEN
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;82.35;BALI
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;76.89;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;74.83;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;68.35;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;66.95;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;68.66;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;81.55;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;75.62;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;73.67;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;75.05;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;70.81;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;73.47;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;70.75;GORONTALO
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;68.69;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;79.12;MALUKU
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;76.36;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;80.81;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;63.48;PAPUA
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;71.99;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;32.59;ACEH
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;25.31;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;33.87;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;27.19;RIAU
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;22.16;JAMBI
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;17.15;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;29.15;BENGKULU
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;20.6;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;15.99;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;18.24;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;24.41;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;21.96;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;21.92;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;51.69;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;22.86;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;20.42;BANTEN
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;27.24;BALI
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;25.74;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;28.27;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;23.86;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;24.27;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;23.82;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;29.84;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;23.04;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;21.45;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;27.15;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;33.72;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;30.01;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;30.58;GORONTALO
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;24.1;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;37.82;MALUKU
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;31.36;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;30.84;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;23.37;PAPUA
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;24.4;INDONESIA
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.747489262056;ACEH
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.40744518148;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.523832661557;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.361853904128;RIAU
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.700207610066;JAMBI
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.708606380581;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.774130318489;BENGKULU
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.796292621101;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.756538477908;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.476741030776;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.632977978536;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.527019331224;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.769094427069;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.897934631724;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.654295122901;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.438605002888;BANTEN
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.736428080111;BALI
